Symbol,Name,LastSale,MarketCap,,,,,,
FTCS,First Trust Capital Strength ETF,47.1667,488175439.3,,,,,,
FYX,First Trust Small Cap Core AlphaDEX Fund,56.14,485611112.3,,,,,,
JNCE,"Jounce Therapeutics, Inc.",15.04,484200963.5,,,,,,
CMTL,Comtech Telecommunications Corp.,20.5,483187378,,,,,,
GLUU,Glu Mobile Inc.,3.55,480723250,,,,,,
STAA,STAAR Surgical Company,11.65,478917240.4,,,,,,
SNLN,Highland/iBoxx Senior Loan ETF,18.33,478363325.7,,,,,,
MDCA,MDC Partners Inc.,9.5,474383402.5,,,,,,
PNQI,PowerShares Nasdaq Internet Portfolio,111.58,474215000,,,,,,
FRGI,"Fiesta Restaurant Group, Inc.",17.4,471359475,,,,,,
DMLP,"Dorchester Minerals, L.P.",14.6,471284700.4,,,,,,
ATRA,"Atara Biotherapeutics, Inc.",15.4,470615145,,,,,,
AIA,iShares Asia 50 ETF,61.1,470470000,,,,,,
NEWS,"NewStar Financial, Inc.",11.27,468916017.9,,,,,,
NK,"NantKwest, Inc.",5.9,468700130,,,,,,
IOVA,"Iovance Biotherapeutics, Inc.",7.45,467014685.8,,,,,,
SGRY,"Surgery Partners, Inc.",9.5,466650364.5,,,,,,
IIIN,"Insteel Industries, Inc.",24.51,466309171.6,,,,,,
ATRS,"Antares Pharma, Inc.",2.97,464529737.4,,,,,,
PFLT,PennantPark Floating Rate Capital Ltd.,14.28,463815456.7,,,,,,
CVTI,"Covenant Transportation Group, Inc.",25.32,463043677.8,,,,,,
BLVD,Boulevard Acquisition Corp. II,10,462500000,,,,,,
ADMS,"Adamas Pharmaceuticals, Inc.",20.53,462213980.3,,,,,,
VUSE,Vident Core US Equity ETF,30.309,460696800,,,,,,
FRPH,"FRP Holdings, Inc.",46,460099682,,,,,,
KAAC,Kayne Anderson Acquisition Corp.,9.75,459860115,,,,,,
CCRN,"Cross Country Healthcare, Inc.",12.52,456908673.6,,,,,,
HCCI,"Heritage-Crystal Clean, Inc.",20.2,456816940,,,,,,
HTBI,"HomeTrust Bancshares, Inc.",23.95,454280606.3,,,,,,
ESND,Essendant Inc.,12.09,453730470.2,,,,,,
ECHO,"Echo Global Logistics, Inc.",15.9,453700092.3,,,,,,
ABTX,"Allegiance Bancshares, Inc.",34.45,453413330.5,,,,,,
TRNC,"tronc, Inc.",13.78,453269164.1,,,,,,
RILY,"B. Riley Financial, Inc.",17.05,450388588.7,,,,,,
FCBC,"First Community Bancshares, Inc.",26.45,450115070.4,,,,,,
UCFC,United Community Financial Corp.,9.04,449638164.4,,,,,,
ENTL,"Entellus Medical, Inc.",17.67,448308768.3,,,,,,
USLM,"United States Lime & Minerals, Inc.",80.31,447862849.6,,,,,,
UPLD,"Upland Software, Inc.",21.73,447624853.4,,,,,,
GRBK,"Green Brick Partners, Inc.",9.1,446878259.1,,,,,,
LOCO,"El Pollo Loco Holdings, Inc.",11.55,446426788.5,,,,,,
AROW,Arrow Financial Corporation,33,445818615,,,,,,
SNBC,"Sun Bancorp, Inc.",23.35,445795631.5,,,,,,
ACBI,"Atlantic Capital Bancshares, Inc.",17.35,445229297.9,,,,,,
CHEF,"The Chefs&#39; Warehouse, Inc.",16.85,444176126.9,,,,,,
BCOM,B Communications Ltd.,14.84,443553427.8,,,,,,
PGNX,Progenics Pharmaceuticals Inc.,6.31,443402740.9,,,,,,
CPLP,Capital Product Partners L.P.,3.58,442599108.9,,,,,,
BLBD,Blue Bird Corporation,18.25,442269113,,,,,,
MYRG,"MYR Group, Inc.",26.75,441151798,,,,,,
IBCP,Independent Bank Corporation,20.65,440590258.5,,,,,,
WFBI,WashingtonFirst Bankshares Inc,33.63,439967871.6,,,,,,
FMBH,"First Mid-Illinois Bancshares, Inc.",35.09,439111768.5,,,,,,
SYRS,"Syros Pharmaceuticals, Inc.",16.7,438545390.1,,,,,,
DAKT,"Daktronics, Inc.",9.89,438007083.8,,,,,,
YRCW,"YRC Worldwide, Inc.",13.03,436924969.9,,,,,,
TBBK,"The Bancorp, Inc.",7.82,436806783.9,,,,,,
TEDU,"Tarena International, Inc.",14.41,436660739.8,,,,,,
BKMU,Bank Mutual Corporation,9.5,436356403.5,,,,,,
EXAC,"Exactech, Inc.",30.25,434029722.5,,,,,,
NTRSP,Northern Trust Corporation,27.12,433920000,,,,,,
BV,"Bazaarvoice, Inc.",5.05,432232131.1,,,,,,
ASPS,Altisource Portfolio Solutions S.A.,23.94,432092509.4,,,,,,
VBND,Vident Core U.S. Bond Strategy Fund,50.1668,431434480,,,,,,
DGICA,"Donegal Group, Inc.",15.78,431143022,,,,,,
SILC,Silicom Ltd,57.9,431095955.4,,,,,,
BCRX,"BioCryst Pharmaceuticals, Inc.",5.36,431094728.6,,,,,,
CARA,"Cara Therapeutics, Inc.",13.23,431053046.6,,,,,,
EHTH,"eHealth, Inc.",23.25,430946352.8,,,,,,
LMOS,Lumos Networks Corp.,17.94,429556436.4,,,,,,
TRHC,"Tabula Rasa HealthCare, Inc.",23.8,425568633,,,,,,
AGEN,Agenus Inc.,4.26,424774419.3,,,,,,
ZUMZ,Zumiez Inc.,16.65,420088990.5,,,,,,
PDVW,"pdvWireless, Inc.",29.1,419559987.9,,,,,,
ASNA,"Ascena Retail Group, Inc.",2.15,419333551.2,,,,,,
NSTG,"NanoString Technologies, Inc.",16.57,417640271.7,,,,,,
YORW,The York Water Company,32.45,416912408,,,,,,
FINL,"The Finish Line, Inc.",10.37,416323913,,,,,,
EQBK,"Equity Bancshares, Inc.",34.1,416235477.9,,,,,,
TUR,iShares MSCI Turkey ETF,45.19,415748000,,,,,,
MOFG,"MidWestOne Financial Group, Inc.",33.88,413963728.6,,,,,,
DEPO,"Depomed, Inc.",6.56,413207748.2,,,,,,
AVEO,"AVEO Pharmaceuticals, Inc.",3.49,412894291.8,,,,,,
FISI,"Financial Institutions, Inc.",27.25,412244976,,,,,,
HCKT,"The Hackett Group, Inc.",14.24,411101808.2,,,,,,
ESIO,"Electro Scientific Industries, Inc.",12.4,410894894,,,,,,
VYGR,"Voyager Therapeutics, Inc.",15.24,410012296.6,,,,,,
BMRC,Bank of Marin Bancorp,66,406939566,,,,,,
TAST,"Carrols Restaurant Group, Inc.",11.25,406785498.8,,,,,,
FOSL,"Fossil Group, Inc.",8.34,404673221.5,,,,,,
NLNK,NewLink Genetics Corporation,13.74,404245103.3,,,,,,
HWKN,"Hawkins, Inc.",37.8,403071643.8,,,,,,
HIFS,Hingham Institution for Savings,188.93,402940457.5,,,,,,
HNH,Handy & Harman Ltd.,32.85,401474008.4,,,,,,
ADUS,Addus HomeCare Corporation,34.5,401046492,,,,,,
FMAO,"Farmers & Merchants Bancorp, Inc.",86.68,400511874.4,,,,,,
URGN,UroGen Pharma Ltd.,30.59,397960727.4,,,,,,
ACTA,Actua Corporation,12.15,397576552.5,,,,,,
FBNK,"First Connecticut Bancorp, Inc.",24.8,395442100.8,,,,,,
MPAC,Matlin & Partners Acquisition Corporation,9.72,394875000,,,,,,
STRL,Sterling Construction Company Inc,14.6,394641022.2,,,,,,
LLNW,"Limelight Networks, Inc.",3.6,393295042.8,,,,,,
WIN,"Windstream Holdings, Inc.",2.06,393105991.1,,,,,,
CPSI,"Computer Programs and Systems, Inc.",28.5,392038191,,,,,,
EBTC,Enterprise Bancorp Inc,33.84,392037449,,,,,,
BBSI,"Barrett Business Services, Inc.",53.71,391833678.2,,,,,,
OXFD,Oxford Immunotec Global PLC,15.28,390801616.2,,,,,,
BSF,"Bear State Financial, Inc.",10.27,387314266.2,,,,,,
HAYN,"Haynes International, Inc.",30.95,387114305.4,,,,,,
AHPA,Avista Healthcare Public Acquisition Corp.,9.99,387112500,,,,,,
FDUS,Fidus Investment Corporation,15.8,386793859.2,,,,,,
SONA,"Southern National Bancorp of Virginia, Inc.",16.15,386152201,,,,,,
RING,iShares MSCI Global Gold Miners ETF,19.67,385532000,,,,,,
MTRX,Matrix Service Company,14.4,384802444.8,,,,,,
SVA,"Sinovac Biotech, Ltd.",6.7601,384694043,,,,,,
MRSN,"Mersana Therapeutics, Inc.",16.93,384524809,,,,,,
BSET,"Bassett Furniture Industries, Incorporated",35.8,383940178.8,,,,,,
LE,"Lands&#39; End, Inc.",11.95,383535501,,,,,,
LMRK,Landmark Infrastructure Partners LP,16.75,383318256,,,,,,
CLNE,Clean Energy Fuels Corp.,2.54,383314575,,,,,,
SELB,"Selecta Biosciences, Inc.",17.33,382548970.7,,,,,,
FEM,First Trust Emerging Markets AlphaDEX Fund,27.59,382121555.2,,,,,,
FANH,Fanhua Inc.,10.38,379370772.7,,,,,,
JKI,iShares Morningstar Mid-Cap ETF,148.6872,379152360,,,,,,
HDSN,"Hudson Technologies, Inc.",9.09,378486520.3,,,,,,
PICO,PICO Holdings Inc.,16.35,378300904.5,,,,,,
FTD,"FTD Companies, Inc.",13.73,378192177.2,,,,,,
CCNE,CNB Financial Corporation,24.73,378003886.3,,,,,,
ZGNX,"Zogenix, Inc.",15.15,376342362,,,,,,
WRLS,Pensare Acquisition Corp.,9.68,375705000,,,,,,
FLXS,"Flexsteel Industries, Inc.",47.81,374023415,,,,,,
NODK,"NI Holdings, Inc.",16.76,373971394,,,,,,
MGIC,Magic Software Enterprises Ltd.,8.4,373684382.4,,,,,,
VERI,"Veritone, Inc.",24.98,373632554.6,,,,,,
YTRA,"Yatra Online, Inc.",11,372117394,,,,,,
AVDL,Avadel Pharmaceuticals plc,9.2,371952835.2,,,,,,
RECN,"Resources Connection, Inc.",12.45,371855591.6,,,,,,
MOBL,"MobileIron, Inc.",3.95,371835833.3,,,,,,
CNBKA,"Century Bancorp, Inc.",66.75,371657925.8,,,,,,
AVHI,"A V Homes, Inc.",16.55,371641653,,,,,,
GLYC,"GlycoMimetics, Inc.",11.35,371406560.8,,,,,,
ELGX,"Endologix, Inc.",4.45,371284219.2,,,,,,
INAP,Internap Corporation,4.45,370702675.4,,,,,,
WPRT,Westport Fuel Systems Inc,2.84,370052542.4,,,,,,
DGICB,"Donegal Group, Inc.",13.5,368848593,,,,,,
ERII,"Energy Recovery, Inc.",6.86,367534934.1,,,,,,
RDI,Reading International Inc,15.93,367308523.8,,,,,,
TLGT,"Teligent, Inc.",6.86,366268763.3,,,,,,
ATAX,"America First Multifamily Investors, L.P.",6.075,366036537.6,,,,,,
FMNB,Farmers National Banc Corp.,13.5,365556523.5,,,,,,
NCMI,"National CineMedia, Inc.",5.81,365539763.8,,,,,,
KEYW,The KEYW Holding Corporation,7.31,363970324,,,,,,
AOSL,Alpha and Omega Semiconductor Limited,15.16,363797324.6,,,,,,
VRAY,"ViewRay, Inc.",6.16,363485479.3,,,,,,
DMRC,Digimarc Corporation,32.25,363370683,,,,,,
PERY,Perry Ellis International Inc.,22.95,360605960.1,,,,,,
NVEC,NVE Corporation,74.3,359687043,,,,,,
CCXI,"ChemoCentryx, Inc.",7.38,359456250.4,,,,,,
ZAGG,ZAGG Inc,12.85,359345238.5,,,,,,
KBWY,PowerShares KBW Premium Yield Equity REIT Portfolio,37.23,359269500,,,,,,
IESC,"IES Holdings, Inc.",16.75,359025262,,,,,,
VDTH,Videocon d2h Limited,9.5,358624050,,,,,,
AGFS,"AgroFresh Solutions, Inc.",7.1,357397705.5,,,,,,
SRDX,"Surmodics, Inc.",27.25,357246437.3,,,,,,
SONS,"Sonus Networks, Inc.",7.18,356747626.8,,,,,,
CCBG,Capital City Bank Group,21,356244315,,,,,,
WTBA,West Bancorporation,21.95,355834984,,,,,,
FOGO,"Fogo de Chao, Inc.",12.6,355765246.2,,,,,,
HSII,"Heidrick & Struggles International, Inc.",18.9,355034326.5,,,,,,
VNET,"21Vianet Group, Inc.",5.97,355002862,,,,,,
CSBK,Clifton Bancorp Inc.,15.88,354108691.7,,,,,,
TICC,TICC Capital Corp.,6.87,353663539.8,,,,,,
PRMW,Primo Water Corporation,11.81,352742627.1,,,,,,
RFDI,First Trust RiverFront Dynamic Developed International ETF,62.42,352673124.8,,,,,,
HABT,"The Habit Restaurants, Inc.",13.5,351328374,,,,,,
LNDC,Landec Corporation,12.75,350710578,,,,,,
RBB,RBB Bancorp,22.21,350642840.3,,,,,,
NVAX,"Novavax, Inc.",1.19,350078091.3,,,,,,
CRVS,"Corvus Pharmaceuticals, Inc.",16.7,349606383.8,,,,,,
HIIQ,"Health Insurance Innovations, Inc.",21.25,349394306.3,,,,,,
TTPH,"Tetraphase Pharmaceuticals, Inc.",6.82,348184515.4,,,,,,
BWINA,"Baldwin & Lyons, Inc.",23,347802941,,,,,,
VTHR,Vanguard Russell 3000 ETF,114.69,346937250,,,,,,
BSRR,Sierra Bancorp,25.04,346507251,,,,,,
EGLE,Eagle Bulk Shipping Inc.,4.67,346065474.5,,,,,,
CORI,"Corium International, Inc.",9.66,345274047.3,,,,,,
EXXI,"Energy XXI Gulf Coast, Inc.",10.38,344838412.3,,,,,,
BWINB,"Baldwin & Lyons, Inc.",22.75,344022474.3,,,,,,
ARAY,Accuray Incorporated,4.1,343359637.3,,,,,,
GNTY,"Guaranty Bancshares, Inc.",31.04,343269994.2,,,,,,
BIOS,"BioScrip, Inc.",2.69,342908357.9,,,,,,
GERN,Geron Corporation,2.15,342309257.2,,,,,,
VLGEA,"Village Super Market, Inc.",23.74,342268126.4,,,,,,
SPAR,"Spartan Motors, Inc.",9.75,342165300.8,,,,,,
HCOM,"Hawaiian Telcom Holdco, Inc.",29.49,341729028.9,,,,,,
BLCM,"Bellicum Pharmaceuticals, Inc.",10.26,340904084.9,,,,,,
OSBC,"Old Second Bancorp, Inc.",11.5,340711489,,,,,,
MRLN,Marlin Business Services Corp.,27.15,340059125.7,,,,,,
BSTC,BioSpecifics Technologies Corp,47.46,340014498.2,,,,,,
ARTNA,Artesian Resources Corporation,36.92,339236798.7,,,,,,
MCFT,"MCBC Holdings, Inc.",18.2,339201499,,,,,,
TRVG,trivago N.V.,11.2,338767060.8,,,,,,
CNCE,"Concert Pharmaceuticals, Inc.",14.9,338039086.3,,,,,,
JASO,"JA Solar Holdings, Co., Ltd.",8.38,337598372.8,,,,,,
CLDX,"Celldex Therapeutics, Inc.",2.63,337538894.6,,,,,,
AQXP,"Aquinox Pharmaceuticals, Inc.",14.38,337422558.6,,,,,,
OLBK,"Old Line Bancshares, Inc.",27.08,337179037.6,,,,,,
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",6.7,336477417,,,,,,
AXTI,AXT Inc,8.7,336295394.1,,,,,,
CHSCO,CHS Inc,29.68,335953114,,,,,,
ITIC,Investors Title Company,178,335931568,,,,,,
BELFB,Bel Fuse Inc.,27.85,335420219.9,,,,,,
BBGI,"Beasley Broadcast Group, Inc.",11.65,335383194.1,,,,,,
BREW,"Craft Brew Alliance, Inc.",17.3,333782307.5,,,,,,
MITK,"Mitek Systems, Inc.",9.9,332501340.6,,,,,,
SGC,"Superior Uniform Group, Inc.",22.45,331639302.4,,,,,,
GILT,Gilat Satellite Networks Ltd.,6.0458,330407607.1,,,,,,
SREV,"ServiceSource International, Inc.",3.69,329108424.8,,,,,,
QABA,First Trust NASDAQ ABA Community Bank Index Fund,49,328300098,,,,,,
SYBX,"Synlogic, Inc.",20.15,328092294.4,,,,,,
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,23.85,327937547.7,,,,,,
WMAR,"West Marine, Inc.",12.965,327684748.2,,,,,,
SCVL,"Shoe Carnival, Inc.",19.25,327630553.3,,,,,,
AMNB,"American National Bankshares, Inc.",37.9,327566402.7,,,,,,
POWL,"Powell Industries, Inc.",28.63,327201905.9,,,,,,
MCBC,Macatawa Bank Corporation,9.64,327167005,,,,,,
CHUY,"Chuy&#39;s Holdings, Inc.",19.35,327123805.1,,,,,,
ICON,"Iconix Brand Group, Inc.",5.72,326563660.3,,,,,,
WNEB,"Western New England Bancorp, Inc.",10.5,326236123.5,,,,,,
RCM,R1 RCM Inc.,3.11,326207383.7,,,,,,
AMSWA,"American Software, Inc.",10.96,325815855,,,,,,
ACET,Aceto Corporation,10.66,320966385.2,,,,,,
RMTI,"Rockwell Medical, Inc.",6.17,319236046.8,,,,,,
RARX,"Ra Pharmaceuticals, Inc.",14.05,317665526.3,,,,,,
PCSB,PCSB Financial Corporation,17.45,316980995,,,,,,
PFIS,Peoples Financial Services Corp. ,42.77,316333891.5,,,,,,
LMNR,Limoneira Co,21.92,315758279.5,,,,,,
SCAC,Saban Capital Acquisition Corp.,10.0798,314928029.7,,,,,,
HBCP,"Home Bancorp, Inc.",42.53,314823051.3,,,,,,
COLL,"Collegium Pharmaceutical, Inc.",10.62,314001274.5,,,,,,
SENEA,Seneca Foods Corp.,31.85,313596883.6,,,,,,
LCA,"Landcadia Holdings, Inc.",10.03,313437500,,,,,,
CIFS,China Internet Nationwide Financial Services Inc.,13.62,313260000,,,,,,
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,46.53,310813792.7,,,,,,
NERV,"Minerva Neurosciences, Inc",7.3,310315721.9,,,,,,
POPE,Pope Resources,71,309980249,,,,,,
KBWD,PowerShares KBW High Dividend Yield Financial Portfolio,23.2,309720000,,,,,,
SENEB,Seneca Foods Corp.,31.4,309166158.4,,,,,,
GDS,GDS Holdings Limited,11.58,309005502.5,,,,,,
RNET,"RigNet, Inc.",16.95,308917835,,,,,,
TCRD,"THL Credit, Inc.",9.4,308091307.4,,,,,,
NEWT,Newtek Business Services Corp.,17.66,307973411.1,,,,,,
APEI,"American Public Education, Inc.",18.9,307099296,,,,,,
VRA,"Vera Bradley, Inc.",8.53,306783019.5,,,,,,
KOPN,Kopin Corporation,4.08,306638777,,,,,,
PFM,PowerShares Dividend Achievers Portfolio,24.61,305164000,,,,,,
TITN,Titan Machinery Inc.,13.85,305127549.5,,,,,,
CRAI,"CRA International,Inc.",37.04,304621960.4,,,,,,
RIGL,"Rigel Pharmaceuticals, Inc.",2.44,303518915.1,,,,,,
CIBR,First Trust NASDAQ Cybersecurity ETF,21.77,302603043.5,,,,,,
IDRA,"Idera Pharmaceuticals, Inc.",2.015,301508042.7,,,,,,
MRUS,Merus N.V.,15.49,300386665,,,,,,
CCRC,"China Customer Relations Centers, Inc.",16.38,300238848,,,,,,
CBAY,CymaBay Therapeutics Inc.,6.86,300172800.5,,,,,,
GAIN,Gladstone Investment Corporation,9.21,299566513.8,,,,,,
WHF,"WhiteHorse Finance, Inc.",14.55,298538413.2,,,,,,
CRMT,"America&#39;s Car-Mart, Inc.",40.4,297584016.4,,,,,,
BPOPN,"Popular, Inc.",24.74,296880000,,,,,,
PBNC,Paragon Commercial Corporation,54.19,295876424.6,,,,,,
CERS,Cerus Corporation,2.71,295763668.4,,,,,,
WOOD,iShares S&P Global Timber & Forestry Index Fund,65.57,295065000,,,,,,
DJCO,Daily Journal Corp. (S.C.),213.53,294830693.4,,,,,,
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",13.95,294732168.3,,,,,,
TBNK,Territorial Bancorp Inc.,29.95,294421618.1,,,,,,
CELH,"Celsius Holdings, Inc.",6.48,293804690.4,,,,,,
SPOK,"Spok Holdings, Inc.",14.7,293666574.6,,,,,,
BELFA,Bel Fuse Inc.,24.36,293387309,,,,,,
FNLC,"First Bancorp, Inc (ME)",26.99,292099517.9,,,,,,
MTBCP,"Medical Transcription Billing, Corp.",25.3887,291752392.7,,,,,,
FFKT,Farmers Capital Bank Corporation,38.8,291541803.2,,,,,,
SPIL,"Siliconware Precision Industries Company, Ltd.",7.82,290592498.1,,,,,,
SIEN,"Sientra, Inc.",15.01,289795878.5,,,,,,
HIBB,"Hibbett Sports, Inc.",14.05,288583290.8,,,,,,
SMBC,"Southern Missouri Bancorp, Inc.",33.57,288412055.9,,,,,,
TTGT,"TechTarget, Inc.",10.51,287989891.1,,,,,,
CRIS,"Curis, Inc.",2,287757910,,,,,,
SMMF,"Summit Financial Group, Inc.",23.12,287301928.5,,,,,,
BFIN,BankFinancial Corporation,15.8,287209082,,,,,,
WEYS,"Weyco Group, Inc.",27.99,286543734.4,,,,,,
FRTA,"Forterra, Inc.",4.45,285706883.3,,,,,,
NKSH,"National Bankshares, Inc.",41,285276934,,,,,,
MRCC,Monroe Capital Corporation,14.07,284776195,,,,,,
EDGE,"Edge Therapeutics, Inc.",9.23,284762040.2,,,,,,
PBPB,Potbelly Corporation,11.3,283917946.6,,,,,,
AXAS,Abraxas Petroleum Corporation,1.71,283603330.7,,,,,,
NATH,"Nathan&#39;s Famous, Inc.",67.85,283548542.5,,,,,,
MEET,"The Meet Group, Inc.",3.94,282884514,,,,,,
CDXS,"Codexis, Inc.",5.85,282697781,,,,,,
INSE,"Inspired Entertainment, Inc.",12.6,282119632.2,,,,,,
PPH,VanEck Vectors Pharmaceutical ETF,58.1,281095817.8,,,,,,
METC,"Ramaco Resources, Inc.",7.11,280911201.2,,,,,,
INDU,Industrea Acquisition Corp.,9.77,280887500,,,,,,
ABCD,"Cambium Learning Group, Inc.",6.05,280539710,,,,,,
PLPC,Preformed Line Products Company,54.81,280406918.6,,,,,,
GLDD,Great Lakes Dredge & Dock Corporation,4.55,279393523.5,,,,,,
CZNC,Citizens & Northern Corp,22.92,279089803.6,,,,,,
TNAV,"Telenav, Inc.",6.3,276861236.4,,,,,,
PME,Pingtan Marine Enterprise Ltd.,3.5,276692685.5,,,,,,
NESR,National Energy Services Reunited Corp.,9.62,275633442.5,,,,,,
CECE,CECO Environmental Corp.,7.95,275389502.6,,,,,,
ZIXI,Zix Corporation,4.98,275006516.2,,,,,,
BLMT,"BSB Bancorp, Inc.",28.3,274415478,,,,,,
ISRL,"Isramco, Inc.",100.8,273943252.8,,,,,,
UTMD,"Utah Medical Products, Inc.",73.65,273904350,,,,,,
HCM,Hutchison China MediTech Limited,25.23,273575298.4,,,,,,
VCYT,"Veracyte, Inc.",8.05,272843214.4,,,,,,
SLMBP,SLM Corporation,67.8739,271495600,,,,,,
COGT,"Cogint, Inc.",4.9,270719835.4,,,,,,
USLV,VelocityShares 3x Long Silver ETN,14,270094482,,,,,,
BWFG,"Bankwell Financial Group, Inc.",35.11,269801039.5,,,,,,
PSC,Principal U.S. Small Cap Index ETF,28.1891,269205933.2,,,,,,
ATLO,Ames National Corporation,28.9,269085385.7,,,,,,
FRED,"Fred&#39;s, Inc.",7.06,268828385.5,,,,,,
FBMS,"The First Bancshares, Inc.",29.35,268630483,,,,,,
ENZY          ,Enzymotec Ltd.,11.7,268455002.4,,,,,,
DSPG,"DSP Group, Inc.",12.05,268108957.3,,,,,,
RTIX,"RTI Surgical, Inc.",4.5,267790923,,,,,,
FRAN,Francesca&#39,s Holdings Corporation,7.26,,,,,,http://www.nasdaq.com/symbol/fran
CSWC,Capital Southwest Corporation,16.59,265544450.6,,,,,,
SNDX,"Syndax Pharmaceuticals, Inc.",11.92,264862137.8,,,,,,
ARWR,"Arrowhead Pharmaceuticals, Inc.",3.53,263945523.6,,,,,,
ALCO,"Alico, Inc.",31.95,263702232.5,,,,,,
USAT,"USA Technologies, Inc.",5.25,262591182,,,,,,
SND,"Smart Sand, Inc.",6.5,262422439.5,,,,,,
MFSF,MutualFirst Financial Inc.,35.5,262039487,,,,,,
SUNS,Solar Senior Capital Ltd.,16.31,261491689.7,,,,,,
QNST,"QuinStreet, Inc.",5.72,261475837.5,,,,,,
PETX,"Aratana Therapeutics, Inc.",6.06,260590901.9,,,,,,
FSFR,Fifth Street Senior Floating Rate Corp.,8.84,260486229.1,,,,,,
LCUT,"Lifetime Brands, Inc.",17.6,260452544,,,,,,
CTRN,"Citi Trends, Inc.",18.91,259876556,,,,,,
RDVY,First Trust Rising Dividend Achievers ETF,27.31,259445054.6,,,,,,
ARDX,"Ardelyx, Inc.",5.45,258576007.6,,,,,,
SFST,"Southern First Bancshares, Inc.",35.15,257093462.2,,,,,,
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,43.51,256709087,,,,,,
OXLC,Oxford Lane Capital Corp.,10.6,255682080.6,,,,,,
NBRV,Nabriva Therapeutics plc,8.5,254474496,,,,,,
SLP,"Simulations Plus, Inc.",14.75,254368853.5,,,,,,
WLDN,"Willdan Group, Inc.",29.34,254192107.1,,,,,,
NEOS,"Neos Therapeutics, Inc.",9.05,254129746.8,,,,,,
CHFN,Charter Financial Corp.,16.76,253284360.3,,,,,,
MMDM,Modern Media Acquisition Corp.,9.78,253057500,,,,,,
STML,"Stemline Therapeutics, Inc.",9.875,249640237,,,,,,
KURA,"Kura Oncology, Inc.",11.65,249015359.9,,,,,,
PCYG,"Park City Group, Inc.",12.8,248485260.8,,,,,,
ONVO,"Organovo Holdings, Inc.",2.34,248327932.3,,,,,,
HURC,"Hurco Companies, Inc.",37.45,248076177.7,,,,,,
AGYS,"Agilysys, Inc.",10.6,247951617.2,,,,,,
ABUS,Arbutus Biopharma Corporation,4.5,247621477.5,,,,,,
FNBG,FNB Bancorp,33.62,247527149.1,,,,,,
TOCA,Tocagen Inc.,12.49,247420018,,,,,,
ENT,Global Eagle Entertainment Inc.,2.9,247398257.6,,,,,,
CDZI,"Cadiz, Inc.",11.1,247059870.6,,,,,,
PTGX,"Protagonist Therapeutics, Inc.",14.61,246949338.2,,,,,,
DGII,Digi International Inc.,9.3,246819275.1,,,,,,
KNDI,"Kandi Technologies Group, Inc.",5.1,244909843.8,,,,,,
GCBC,"Greene County Bancorp, Inc.",28.8,244875283.2,,,,,,
LAYN,Layne Christensen Company,12.29,244349190.1,,,,,,
TOUR,Tuniu Corporation,7.61,242843235.1,,,,,,
CVCY,Central Valley Community Bancorp,19.85,242401649.5,,,,,,
IMDZ,Immune Design Corp.,9.45,242106467.4,,,,,,
WATT,Energous Corporation,10.98,240461352.2,,,,,,
GLAD,Gladstone Capital Corporation,9.2,240262324,,,,,,
HLIT,Harmonic Inc.,2.95,239753261.4,,,,,,
RICK,"RCI Hospitality Holdings, Inc.",24.65,239566226.2,,,,,,
IMOS,ChipMOS TECHNOLOGIES INC.,18.93,239446667.9,,,,,,
EMKR,EMCORE Corporation,8.9,239224524,,,,,,
PSCF,PowerShares S&P SmallCap Financials Portfolio,50.73,238431000,,,,,,
DRRX,DURECT Corporation,1.62,238137725.5,,,,,,
TVIX,VelocityShares Daily 2x VIX Short-Term ETN,13.71,237300810,,,,,,
NHTC,Natural Health Trends Corp.,20.91,237158919.9,,,,,,
CMRX,"Chimerix, Inc.",5.04,237113493.1,,,,,,
BCOV,Brightcove Inc.,6.9,236981369.4,,,,,,
GUID,"Guidance Software, Inc.",7.07,236357170,,,,,,
AREX,Approach Resources Inc.,2.73,236150359,,,,,,
PIRS,"Pieris Pharmaceuticals, Inc.",5.32,235722683,,,,,,
FBIO,"Fortress Biotech, Inc.",4.63,233942806.5,,,,,,
PEIX,"Pacific Ethanol, Inc.",5.3,233046973.1,,,,,,
FNTE,FinTech Acquisition Corp. II,9.7501,232962386.1,,,,,,
CXDC,China XD Plastics Company Limited,4.7,232704242.7,,,,,,
AMOT,"Allied Motion Technologies, Inc.",24.61,232620537,,,,,,
GENC,Gencor Industries Inc.,16.15,232587228.9,,,,,,
PSCH,PowerShares S&P SmallCap Health Care Portfolio,89.45,232570000,,,,,,
BOMN,Boston Omaha Corporation,16.19,232532388.2,,,,,,
MNKD,MannKind Corporation,2.22,232395631.7,,,,,,
SBBP,Strongbridge Biopharma plc,6.55,231444420.3,,,,,,
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",7.67,231316607.7,,,,,,
TGLS,Tecnoglass Inc.,6.81,230381108.3,,,,,,
RDCM,Radcom Ltd.,19.7,230280963.3,,,,,,
ELECU,Electrum Special Acquisition Corporation,10.479,230202829.2,,,,,,
STRS,Stratus Properties Inc.,28.2,229167356.4,,,,,,
TESO,Tesco Corporation,4.9,229099284.4,,,,,,
